[ 06:56:56 ]BEB2 :24 [°C], 76.16 RH, 0.9244 bar
[ 09:32:21 ]CCCC :30 [°C], 60.20 RH, 0.9238 bar

[ 09:32:21 ]EEEE :29 [°C], 66.11 RH, 0.9251 bar

[ 09:32:27 ]CCCC :30 [°C], 60.29 RH, 0.9238 bar

[ 09:32:27 ]CECE :31 [°C], 62.79 RH, 0.9232 bar

[ 09:32:27 ]DAD1 :30 [°C], 63.32 RH, 0.9238 bar

[ 09:32:27 ]BEB2 :31 [°C], 62.94 RH, 0.9238 bar

[ 09:32:27 ]EEEE :30 [°C], 66.04 RH, 0.9225 bar

[ 09:32:30 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:32:30 ]DAD1 :30 [°C], 63.32 RH, 0.9238 bar

[ 09:32:30 ]CCCC :30 [°C], 60.29 RH, 0.9251 bar

[ 09:32:30 ]BEB2 :31 [°C], 62.94 RH, 0.9238 bar

[ 09:32:30 ]EEEE :29 [°C], 66.01 RH, 0.9232 bar

[ 09:32:42 ]BEB2 :30 [°C], 62.91 RH, 0.9238 bar

[ 09:32:42 ]DAD1 :30 [°C], 63.37 RH, 0.9244 bar

[ 09:32:42 ]EEEE :29 [°C], 66.34 RH, 0.9232 bar

[ 09:32:42 ]CECE :31 [°C], 62.79 RH, 0.9232 bar

[ 09:32:42 ]CCCC :30 [°C], 60.17 RH, 0.9225 bar

[ 09:32:48 ]BEB2 :31 [°C], 62.91 RH, 0.9238 bar

[ 09:32:48 ]EEEE :29 [°C], 66.37 RH, 0.9232 bar

[ 09:32:48 ]DAD1 :30 [°C], 63.40 RH, 0.9225 bar

[ 09:32:48 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:32:48 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:32:54 ]DAD1 :30 [°C], 63.37 RH, 0.9244 bar

[ 09:32:54 ]CECE :31 [°C], 62.79 RH, 0.9232 bar

[ 09:32:54 ]BEB2 :31 [°C], 62.94 RH, 0.9238 bar

[ 09:32:54 ]EEEE :30 [°C], 66.37 RH, 0.9232 bar

[ 09:32:57 ]CCCC :30 [°C], 60.02 RH, 0.9244 bar

[ 09:32:57 ]DAD1 :30 [°C], 63.35 RH, 0.9232 bar

[ 09:32:57 ]BEB2 :31 [°C], 62.91 RH, 0.9238 bar

[ 09:32:57 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:32:57 ]EEEE :29 [°C], 66.37 RH, 0.9225 bar

[ 09:33:00 ]BEB2 :31 [°C], 62.88 RH, 0.9238 bar

[ 09:33:00 ]DAD1 :30 [°C], 63.29 RH, 0.9244 bar

[ 09:33:00 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:00 ]EEEE :29 [°C], 66.34 RH, 0.9232 bar

[ 09:33:00 ]CCCC :30 [°C], 60.06 RH, 0.9238 bar

[ 09:33:03 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:33:03 ]BEB2 :31 [°C], 62.88 RH, 0.9232 bar

[ 09:33:03 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:03 ]DAD1 :30 [°C], 63.24 RH, 0.9238 bar

[ 09:33:03 ]EEEE :30 [°C], 66.34 RH, 0.9238 bar

[ 09:33:06 ]CECE :31 [°C], 62.79 RH, 0.9232 bar

[ 09:33:06 ]DAD1 :30 [°C], 63.21 RH, 0.9238 bar

[ 09:33:06 ]BEB2 :31 [°C], 62.85 RH, 0.9238 bar

[ 09:33:06 ]CCCC :30 [°C], 60.12 RH, 0.9238 bar

[ 09:33:06 ]EEEE :29 [°C], 66.28 RH, 0.9244 bar

[ 09:33:09 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:09 ]BEB2 :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:09 ]CCCC :30 [°C], 60.12 RH, 0.9238 bar

[ 09:33:09 ]DAD1 :30 [°C], 63.21 RH, 0.9225 bar

[ 09:33:09 ]EEEE :29 [°C], 66.25 RH, 0.9238 bar

[ 09:33:12 ]DAD1 :30 [°C], 63.21 RH, 0.9244 bar

[ 09:33:12 ]CCCC :30 [°C], 60.12 RH, 0.9251 bar

[ 09:33:12 ]BEB2 :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:13 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:13 ]EEEE :29 [°C], 66.25 RH, 0.9232 bar

[ 09:33:21 ]BEB2 :31 [°C], 62.85 RH, 0.9251 bar

[ 09:33:21 ]EEEE :30 [°C], 66.25 RH, 0.9244 bar

[ 09:33:21 ]DAD1 :30 [°C], 63.24 RH, 0.9244 bar

[ 09:33:21 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:21 ]CCCC :30 [°C], 60.17 RH, 0.9251 bar

[ 09:33:24 ]BEB2 :30 [°C], 62.88 RH, 0.9238 bar

[ 09:33:24 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:24 ]DAD1 :30 [°C], 63.26 RH, 0.9238 bar

[ 09:33:24 ]CCCC :30 [°C], 60.17 RH, 0.9238 bar

[ 09:33:25 ]EEEE :30 [°C], 66.19 RH, 0.9232 bar

[ 09:33:27 ]DAD1 :30 [°C], 63.29 RH, 0.9238 bar

[ 09:33:27 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:33:27 ]CCCC :30 [°C], 60.20 RH, 0.9244 bar

[ 09:33:27 ]BEB2 :31 [°C], 62.88 RH, 0.9244 bar

[ 09:33:28 ]EEEE :29 [°C], 66.17 RH, 0.9232 bar

[ 09:33:36 ]CECE :31 [°C], 62.79 RH, 0.9244 bar

[ 09:33:36 ]DAD1 :30 [°C], 63.37 RH, 0.9244 bar

[ 09:33:37 ]CCCC :30 [°C], 60.17 RH, 0.9251 bar

[ 09:33:37 ]EEEE :29 [°C], 66.22 RH, 0.9232 bar

[ 09:33:37 ]BEB2 :30 [°C], 62.91 RH, 0.9251 bar

[ 09:33:39 ]EEEE :30 [°C], 66.25 RH, 0.9232 bar

[ 09:33:39 ]CECE :31 [°C], 62.79 RH, 0.9232 bar

[ 09:33:39 ]CCCC :30 [°C], 60.12 RH, 0.9238 bar

[ 09:33:40 ]BEB2 :30 [°C], 62.91 RH, 0.9232 bar

[ 09:33:45 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:33:45 ]BEB2 :30 [°C], 62.88 RH, 0.9238 bar

[ 09:33:46 ]CCCC :30 [°C], 60.09 RH, 0.9225 bar

[ 09:33:46 ]EEEE :29 [°C], 66.28 RH, 0.9232 bar

[ 09:33:49 ]EEEE :30 [°C], 66.31 RH, 0.9244 bar

[ 09:33:49 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:33:49 ]DAD1 :30 [°C], 63.32 RH, 0.9238 bar

[ 09:33:49 ]CCCC :30 [°C], 60.09 RH, 0.9238 bar

[ 09:33:49 ]BEB2 :31 [°C], 62.88 RH, 0.9225 bar

[ 09:33:52 ]BEB2 :30 [°C], 62.88 RH, 0.9238 bar

[ 09:33:52 ]EEEE :29 [°C], 66.31 RH, 0.9219 bar

[ 09:33:52 ]DAD1 :30 [°C], 63.29 RH, 0.9244 bar

[ 09:33:52 ]CCCC :30 [°C], 60.12 RH, 0.9238 bar

[ 09:33:52 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:34:07 ]DAD1 :30 [°C], 63.21 RH, 0.9244 bar

[ 09:34:07 ]CCCC :30 [°C], 60.32 RH, 0.9238 bar

[ 09:34:07 ]EEEE :29 [°C], 66.28 RH, 0.9244 bar

[ 09:34:07 ]BEB2 :30 [°C], 62.99 RH, 0.9238 bar

[ 09:34:07 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:34:10 ]CCCC :30 [°C], 60.23 RH, 0.9225 bar

[ 09:34:10 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:34:10 ]BEB2 :31 [°C], 62.99 RH, 0.9232 bar

[ 09:34:10 ]DAD1 :30 [°C], 63.21 RH, 0.9225 bar

[ 09:34:10 ]EEEE :29 [°C], 66.31 RH, 0.9244 bar

[ 09:34:13 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:34:13 ]EEEE :30 [°C], 66.37 RH, 0.9238 bar

[ 09:34:13 ]DAD1 :30 [°C], 63.18 RH, 0.9232 bar

[ 09:34:13 ]BEB2 :30 [°C], 63.02 RH, 0.9232 bar

[ 09:34:13 ]CCCC :30 [°C], 60.17 RH, 0.9238 bar

[ 09:34:16 ]DAD1 :30 [°C], 63.18 RH, 0.9238 bar

[ 09:34:16 ]EEEE :29 [°C], 66.40 RH, 0.9232 bar

[ 09:34:16 ]CCCC :30 [°C], 60.17 RH, 0.9238 bar

[ 09:34:16 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:34:16 ]BEB2 :31 [°C], 63.05 RH, 0.9238 bar

[ 09:34:19 ]DAD1 :30 [°C], 63.15 RH, 0.9232 bar

[ 09:34:19 ]EEEE :29 [°C], 66.40 RH, 0.9225 bar

[ 09:34:19 ]BEB2 :31 [°C], 63.05 RH, 0.9238 bar

[ 09:34:19 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:34:19 ]CCCC :30 [°C], 60.17 RH, 0.9238 bar

[ 09:34:25 ]DAD1 :30 [°C], 63.15 RH, 0.9244 bar

[ 09:34:25 ]BEB2 :30 [°C], 63.02 RH, 0.9238 bar

[ 09:34:25 ]EEEE :30 [°C], 66.43 RH, 0.9244 bar

[ 09:34:25 ]CCCC :30 [°C], 60.20 RH, 0.9238 bar

[ 09:34:25 ]CECE :31 [°C], 62.79 RH, 0.9232 bar

[ 09:34:28 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:34:28 ]BEB2 :31 [°C], 63.02 RH, 0.9238 bar

[ 09:34:28 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:34:28 ]DAD1 :30 [°C], 63.15 RH, 0.9244 bar

[ 09:34:28 ]CCCC :30 [°C], 60.20 RH, 0.9238 bar

[ 09:34:31 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:34:31 ]BEB2 :31 [°C], 63.02 RH, 0.9238 bar

[ 09:34:31 ]CCCC :30 [°C], 60.23 RH, 0.9238 bar

[ 09:34:31 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:34:34 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:34:34 ]CCCC :30 [°C], 60.29 RH, 0.9238 bar

[ 09:34:34 ]DAD1 :30 [°C], 63.18 RH, 0.9244 bar

[ 09:34:34 ]BEB2 :31 [°C], 62.99 RH, 0.9232 bar

[ 09:34:34 ]EEEE :29 [°C], 66.37 RH, 0.9232 bar

[ 09:34:37 ]DAD1 :30 [°C], 63.18 RH, 0.9238 bar

[ 09:34:37 ]CECE :31 [°C], 62.79 RH, 0.9232 bar

[ 09:34:37 ]CCCC :30 [°C], 60.32 RH, 0.9238 bar

[ 09:34:37 ]BEB2 :30 [°C], 62.99 RH, 0.9238 bar

[ 09:34:37 ]EEEE :29 [°C], 66.25 RH, 0.9244 bar

[ 09:34:52 ]BEB2 :31 [°C], 62.99 RH, 0.9238 bar

[ 09:34:52 ]EEEE :29 [°C], 66.31 RH, 0.9232 bar

[ 09:34:52 ]CECE :31 [°C], 62.71 RH, 0.9219 bar

[ 09:34:52 ]DAD1 :30 [°C], 63.35 RH, 0.9244 bar

[ 09:34:52 ]CCCC :30 [°C], 60.38 RH, 0.9251 bar

[ 09:34:58 ]DAD1 :30 [°C], 63.37 RH, 0.9225 bar

[ 09:34:58 ]CECE :31 [°C], 62.71 RH, 0.9232 bar

[ 09:34:58 ]BEB2 :30 [°C], 62.99 RH, 0.9219 bar

[ 09:34:58 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 09:34:58 ]EEEE :29 [°C], 66.19 RH, 0.9244 bar

[ 09:35:04 ]CECE :31 [°C], 62.71 RH, 0.9232 bar

[ 09:35:04 ]BEB2 :31 [°C], 62.96 RH, 0.9251 bar

[ 09:35:04 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:35:04 ]EEEE :29 [°C], 66.19 RH, 0.9244 bar

[ 09:35:04 ]DAD1 :30 [°C], 63.40 RH, 0.9238 bar

[ 09:35:07 ]BEB2 :30 [°C], 62.96 RH, 0.9225 bar

[ 09:35:07 ]CCCC :30 [°C], 60.71 RH, 0.9238 bar

[ 09:35:07 ]DAD1 :30 [°C], 63.44 RH, 0.9244 bar

[ 09:35:07 ]EEEE :29 [°C], 66.31 RH, 0.9238 bar

[ 09:35:07 ]CECE :31 [°C], 62.74 RH, 0.9232 bar

[ 09:35:10 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:10 ]DAD1 :30 [°C], 63.44 RH, 0.9244 bar

[ 09:35:10 ]CCCC :30 [°C], 60.74 RH, 0.9238 bar

[ 09:35:10 ]EEEE :29 [°C], 66.34 RH, 0.9232 bar

[ 09:35:10 ]CECE :31 [°C], 62.74 RH, 0.9232 bar

[ 09:35:13 ]CCCC :30 [°C], 60.74 RH, 0.9238 bar

[ 09:35:13 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:13 ]EEEE :30 [°C], 66.37 RH, 0.9219 bar

[ 09:35:13 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:35:13 ]DAD1 :30 [°C], 63.44 RH, 0.9238 bar

[ 09:35:16 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 09:35:16 ]DAD1 :30 [°C], 63.44 RH, 0.9238 bar

[ 09:35:16 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:16 ]CECE :31 [°C], 62.76 RH, 0.9232 bar

[ 09:35:16 ]EEEE :29 [°C], 66.40 RH, 0.9232 bar

[ 09:35:19 ]DAD1 :30 [°C], 63.44 RH, 0.9244 bar

[ 09:35:19 ]CCCC :30 [°C], 60.65 RH, 0.9225 bar

[ 09:35:19 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:35:19 ]EEEE :29 [°C], 66.40 RH, 0.9225 bar

[ 09:35:19 ]BEB2 :31 [°C], 62.96 RH, 0.9244 bar

[ 09:35:22 ]CECE :31 [°C], 62.82 RH, 0.9232 bar

[ 09:35:22 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:35:22 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 09:35:22 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:22 ]DAD1 :30 [°C], 63.44 RH, 0.9238 bar

[ 09:35:28 ]CECE :31 [°C], 62.86 RH, 0.9232 bar

[ 09:35:28 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:29 ]DAD1 :30 [°C], 63.46 RH, 0.9232 bar

[ 09:35:29 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:35:29 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:35:31 ]CECE :31 [°C], 62.92 RH, 0.9232 bar

[ 09:35:31 ]EEEE :29 [°C], 66.46 RH, 0.9244 bar

[ 09:35:31 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:32 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 09:35:32 ]DAD1 :30 [°C], 63.49 RH, 0.9244 bar

[ 09:35:34 ]CCCC :30 [°C], 60.71 RH, 0.9238 bar

[ 09:35:34 ]DAD1 :30 [°C], 63.49 RH, 0.9232 bar

[ 09:35:34 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:35 ]EEEE :30 [°C], 66.46 RH, 0.9244 bar

[ 09:35:35 ]CECE :31 [°C], 62.98 RH, 0.9232 bar

[ 09:35:37 ]CCCC :30 [°C], 60.71 RH, 0.9244 bar

[ 09:35:38 ]CECE :31 [°C], 63.04 RH, 0.9232 bar

[ 09:35:38 ]EEEE :29 [°C], 66.46 RH, 0.9244 bar

[ 09:35:38 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:38 ]DAD1 :30 [°C], 63.49 RH, 0.9238 bar

[ 09:35:41 ]CCCC :30 [°C], 60.71 RH, 0.9238 bar

[ 09:35:41 ]BEB2 :31 [°C], 62.96 RH, 0.9238 bar

[ 09:35:41 ]DAD1 :30 [°C], 63.49 RH, 0.9244 bar

[ 09:35:41 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:35:41 ]CECE :31 [°C], 63.10 RH, 0.9232 bar

[ 09:35:50 ]CCCC :30 [°C], 60.74 RH, 0.9238 bar

[ 09:35:50 ]DAD1 :30 [°C], 63.55 RH, 0.9225 bar

[ 09:35:50 ]EEEE :29 [°C], 66.46 RH, 0.9244 bar

[ 09:35:50 ]BEB2 :31 [°C], 62.99 RH, 0.9232 bar

[ 09:35:50 ]CECE :31 [°C], 63.15 RH, 0.9232 bar

[ 09:35:53 ]CECE :31 [°C], 63.18 RH, 0.9232 bar

[ 09:35:53 ]BEB2 :31 [°C], 62.99 RH, 0.9238 bar

[ 09:35:53 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:35:53 ]DAD1 :30 [°C], 63.57 RH, 0.9244 bar

[ 09:35:53 ]EEEE :30 [°C], 66.43 RH, 0.9244 bar

[ 09:35:56 ]CECE :31 [°C], 63.18 RH, 0.9232 bar

[ 09:35:56 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:35:56 ]DAD1 :30 [°C], 63.60 RH, 0.9244 bar

[ 09:35:56 ]BEB2 :31 [°C], 62.99 RH, 0.9238 bar

[ 09:35:56 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:35:59 ]CECE :31 [°C], 63.24 RH, 0.9232 bar

[ 09:35:59 ]BEB2 :31 [°C], 62.99 RH, 0.9225 bar

[ 09:35:59 ]DAD1 :30 [°C], 63.66 RH, 0.9238 bar

[ 09:35:59 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:35:59 ]CCCC :30 [°C], 60.77 RH, 0.9251 bar

[ 09:36:05 ]DAD1 :30 [°C], 63.75 RH, 0.9238 bar

[ 09:36:05 ]BEB2 :31 [°C], 62.99 RH, 0.9232 bar

[ 09:36:05 ]CECE :31 [°C], 63.27 RH, 0.9232 bar

[ 09:36:05 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:36:05 ]CCCC :30 [°C], 60.77 RH, 0.9244 bar

[ 09:36:08 ]DAD1 :30 [°C], 63.78 RH, 0.9238 bar

[ 09:36:08 ]CECE :31 [°C], 63.27 RH, 0.9232 bar

[ 09:36:08 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:36:08 ]BEB2 :31 [°C], 63.02 RH, 0.9238 bar

[ 09:36:08 ]EEEE :29 [°C], 66.43 RH, 0.9244 bar

[ 09:36:11 ]CECE :31 [°C], 63.31 RH, 0.9232 bar

[ 09:36:11 ]BEB2 :31 [°C], 63.02 RH, 0.9225 bar

[ 09:36:11 ]DAD1 :30 [°C], 63.78 RH, 0.9232 bar

[ 09:36:11 ]EEEE :29 [°C], 66.43 RH, 0.9244 bar

[ 09:36:11 ]CCCC :30 [°C], 60.77 RH, 0.9238 bar

[ 09:36:14 ]CECE :31 [°C], 63.34 RH, 0.9232 bar

[ 09:36:14 ]BEB2 :31 [°C], 63.02 RH, 0.9225 bar

[ 09:36:14 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:36:14 ]CCCC :30 [°C], 60.77 RH, 0.9225 bar

[ 09:36:14 ]DAD1 :30 [°C], 63.80 RH, 0.9244 bar

[ 09:36:17 ]CECE :31 [°C], 63.34 RH, 0.9232 bar

[ 09:36:17 ]BEB2 :31 [°C], 63.02 RH, 0.9238 bar

[ 09:36:17 ]EEEE :29 [°C], 66.43 RH, 0.9225 bar

[ 09:36:17 ]DAD1 :30 [°C], 63.80 RH, 0.9225 bar

[ 09:36:17 ]CCCC :30 [°C], 60.74 RH, 0.9238 bar

[ 09:36:20 ]CECE :31 [°C], 63.34 RH, 0.9232 bar

[ 09:36:20 ]DAD1 :30 [°C], 63.80 RH, 0.9244 bar

[ 09:36:20 ]CCCC :30 [°C], 60.74 RH, 0.9251 bar

[ 09:36:20 ]BEB2 :31 [°C], 63.02 RH, 0.9238 bar

[ 09:36:20 ]EEEE :29 [°C], 66.43 RH, 0.9244 bar

[ 09:36:23 ]CECE :31 [°C], 63.34 RH, 0.9232 bar

[ 09:36:23 ]BEB2 :31 [°C], 63.05 RH, 0.9238 bar

[ 09:36:23 ]CCCC :30 [°C], 60.74 RH, 0.9251 bar

[ 09:36:23 ]DAD1 :30 [°C], 63.80 RH, 0.9244 bar

[ 09:36:23 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:36:26 ]CCCC :30 [°C], 60.74 RH, 0.9251 bar

[ 09:36:26 ]EEEE :29 [°C], 66.43 RH, 0.9225 bar

[ 09:36:26 ]DAD1 :30 [°C], 63.80 RH, 0.9244 bar

[ 09:36:26 ]CECE :31 [°C], 63.34 RH, 0.9232 bar

[ 09:36:26 ]BEB2 :31 [°C], 63.05 RH, 0.9238 bar

[ 09:36:32 ]BEB2 :31 [°C], 63.08 RH, 0.9225 bar

[ 09:36:32 ]DAD1 :30 [°C], 63.83 RH, 0.9232 bar

[ 09:36:32 ]EEEE :29 [°C], 66.43 RH, 0.9225 bar

[ 09:36:32 ]CCCC :30 [°C], 60.71 RH, 0.9251 bar

[ 09:36:32 ]CECE :31 [°C], 63.31 RH, 0.9238 bar

[ 09:36:35 ]CECE :31 [°C], 63.27 RH, 0.9232 bar

[ 09:36:35 ]BEB2 :31 [°C], 63.08 RH, 0.9225 bar

[ 09:36:35 ]CCCC :30 [°C], 60.71 RH, 0.9225 bar

[ 09:36:35 ]DAD1 :30 [°C], 63.83 RH, 0.9244 bar

[ 09:36:35 ]EEEE :29 [°C], 66.40 RH, 0.9244 bar

[ 09:36:38 ]CCCC :30 [°C], 60.71 RH, 0.9238 bar

[ 09:36:38 ]BEB2 :31 [°C], 63.08 RH, 0.9238 bar

[ 09:36:38 ]CECE :31 [°C], 63.27 RH, 0.9232 bar

[ 09:36:38 ]DAD1 :30 [°C], 63.83 RH, 0.9244 bar

[ 09:36:38 ]EEEE :29 [°C], 66.40 RH, 0.9232 bar

[ 09:36:41 ]DAD1 :30 [°C], 63.83 RH, 0.9244 bar

[ 09:36:41 ]BEB2 :31 [°C], 63.08 RH, 0.9238 bar

[ 09:36:41 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 09:36:41 ]CECE :31 [°C], 63.27 RH, 0.9232 bar

[ 09:36:41 ]EEEE :29 [°C], 66.37 RH, 0.9244 bar

[ 09:36:50 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:36:50 ]BEB2 :31 [°C], 63.08 RH, 0.9225 bar

[ 09:36:50 ]DAD1 :30 [°C], 63.86 RH, 0.9232 bar

[ 09:36:50 ]EEEE :29 [°C], 66.37 RH, 0.9232 bar

[ 09:36:50 ]CECE :31 [°C], 63.18 RH, 0.9232 bar

[ 09:36:53 ]BEB2 :31 [°C], 63.08 RH, 0.9225 bar

[ 09:36:53 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:36:53 ]EEEE :29 [°C], 66.40 RH, 0.9232 bar

[ 09:36:53 ]DAD1 :30 [°C], 63.86 RH, 0.9244 bar

[ 09:36:53 ]CECE :31 [°C], 63.18 RH, 0.9219 bar

[ 09:36:56 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 09:36:56 ]BEB2 :31 [°C], 63.08 RH, 0.9238 bar

[ 09:36:56 ]CECE :31 [°C], 63.15 RH, 0.9238 bar

[ 09:36:56 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:36:56 ]EEEE :29 [°C], 66.37 RH, 0.9244 bar

[ 09:36:59 ]CECE :31 [°C], 63.15 RH, 0.9244 bar

[ 09:36:59 ]BEB2 :31 [°C], 63.08 RH, 0.9238 bar

[ 09:36:59 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:36:59 ]DAD1 :30 [°C], 63.86 RH, 0.9244 bar

[ 09:37:02 ]DAD1 :30 [°C], 63.86 RH, 0.9232 bar

[ 09:37:02 ]CCCC :30 [°C], 60.65 RH, 0.9225 bar

[ 09:37:02 ]EEEE :29 [°C], 66.40 RH, 0.9244 bar

[ 09:37:02 ]CECE :31 [°C], 63.12 RH, 0.9232 bar

[ 09:37:02 ]BEB2 :31 [°C], 63.08 RH, 0.9238 bar

[ 09:37:05 ]CECE :31 [°C], 63.12 RH, 0.9232 bar

[ 09:37:05 ]BEB2 :31 [°C], 63.08 RH, 0.9238 bar

[ 09:37:06 ]CCCC :30 [°C], 60.65 RH, 0.9251 bar

[ 09:37:06 ]EEEE :30 [°C], 66.40 RH, 0.9244 bar

[ 09:37:08 ]CECE :31 [°C], 63.15 RH, 0.9232 bar

[ 09:37:08 ]CCCC :30 [°C], 60.65 RH, 0.9257 bar

[ 09:37:08 ]BEB2 :31 [°C], 63.08 RH, 0.9238 bar

[ 09:37:09 ]EEEE :29 [°C], 66.40 RH, 0.9219 bar

[ 09:37:09 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 09:37:11 ]CECE :31 [°C], 63.15 RH, 0.9232 bar

[ 09:37:11 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 09:37:11 ]DAD1 :30 [°C], 63.83 RH, 0.9232 bar

[ 09:37:12 ]BEB2 :31 [°C], 63.05 RH, 0.9238 bar

[ 09:37:17 ]CCCC :30 [°C], 60.68 RH, 0.9251 bar

[ 09:37:18 ]DAD1 :30 [°C], 63.80 RH, 0.9244 bar

[ 09:37:18 ]BEB2 :31 [°C], 63.05 RH, 0.9238 bar

[ 09:37:18 ]CECE :31 [°C], 63.18 RH, 0.9232 bar

[ 09:37:18 ]EEEE :29 [°C], 66.43 RH, 0.9244 bar

[ 09:37:21 ]EEEE :29 [°C], 66.43 RH, 0.9225 bar

[ 09:37:21 ]CECE :31 [°C], 63.18 RH, 0.9232 bar

[ 09:37:21 ]DAD1 :30 [°C], 63.78 RH, 0.9244 bar

[ 09:37:21 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 09:37:21 ]BEB2 :31 [°C], 63.02 RH, 0.9238 bar

[ 09:37:24 ]EEEE :29 [°C], 66.43 RH, 0.9232 bar

[ 09:37:24 ]BEB2 :31 [°C], 63.02 RH, 0.9238 bar

[ 09:37:24 ]DAD1 :30 [°C], 63.78 RH, 0.9244 bar

[ 09:37:24 ]CECE :31 [°C], 63.18 RH, 0.9232 bar

[ 09:37:24 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 09:37:27 ]CECE :31 [°C], 63.24 RH, 0.9232 bar

[ 09:37:27 ]DAD1 :30 [°C], 63.78 RH, 0.9238 bar

